date,BEN,CH4,CO,EBE,NMHC,NO,NO_2,NOx,O_3,PM10,PM25,SO_2,TCH,TOL,station
2018-03-01 18:00:00,,,0.5,,,3.0,33.0,37.0,47.0,,,4.0,,,28079035
2018-03-01 18:00:00,,,0.20000000298023224,,,8.0,30.0,41.0,,4.0,,6.0,,,28079036
2018-03-01 18:00:00,0.5,,,0.4000000059604645,,6.0,34.0,43.0,,1.0,1.0,3.0,,1.899999976158142,28079038
2018-03-01 18:00:00,,,0.30000001192092896,,,9.0,38.0,52.0,76.0,,,,,,28079039
2018-03-01 18:00:00,,,,,,5.0,24.0,31.0,,4.0,,5.0,,,28079040
2018-03-01 18:00:00,,,,,,1.0,23.0,25.0,,3.0,2.0,,,,28079047
2018-03-01 18:00:00,,,,,,7.0,47.0,57.0,,8.0,6.0,,,,28079048
2018-03-01 18:00:00,,,,,,2.0,26.0,28.0,60.0,,,,,,28079049
2018-03-01 18:00:00,,,,,,35.0,56.0,109.0,,4.0,3.0,,,,28079050
2018-03-01 18:00:00,,,,,,1.0,24.0,26.0,76.0,,,,,,28079054
2018-03-01 18:00:00,0.4000000059604645,1.2000000476837158,,0.4000000059604645,0.05999999865889549,4.0,36.0,43.0,,6.0,,,1.2599999904632568,1.5,28079055
2018-03-01 18:00:00,,,0.30000001192092896,,,35.0,43.0,96.0,72.0,8.0,6.0,,,,28079056
2018-03-01 18:00:00,,,0.30000001192092896,,,5.0,33.0,40.0,,2.0,,11.0,,,28079057
2018-03-01 18:00:00,,,,,,1.0,5.0,6.0,99.0,,,,,,28079058
2018-03-01 18:00:00,,,,,,2.0,28.0,31.0,75.0,,,,,,28079059
2018-03-01 18:00:00,,,,,,3.0,26.0,31.0,86.0,1.0,,,,,28079060
2018-03-01 19:00:00,,,0.30000001192092896,,,4.0,38.0,45.0,,,,2.0,,,28079004
2018-03-01 19:00:00,0.5,1.350000023841858,0.30000001192092896,0.30000001192092896,0.03999999910593033,23.0,56.0,91.0,58.0,5.0,4.0,3.0,1.3799999952316284,1.2000000476837158,28079008
2018-03-01 19:00:00,0.20000000298023224,,,0.10000000149011612,,5.0,29.0,36.0,,,,,,0.5,28079011
2018-03-01 19:00:00,,,0.30000001192092896,,,6.0,35.0,44.0,67.0,,,,,,28079016
2018-03-01 19:00:00,,,,,,4.0,24.0,30.0,50.0,,,4.0,,,28079017
2018-03-01 19:00:00,0.20000000298023224,,0.20000000298023224,0.10000000149011612,,2.0,18.0,21.0,80.0,2.0,,6.0,,1.0,28079018
2018-03-01 19:00:00,0.20000000298023224,1.0800000429153442,0.10000000149011612,0.10000000149011612,0.05000000074505806,1.0,4.0,6.0,92.0,4.0,3.0,3.0,1.1200000047683716,0.10000000149011612,28079024
2018-03-01 19:00:00,,,,,,3.0,24.0,28.0,76.0,,,,,,28079027
2018-03-01 19:00:00,,,0.4000000059604645,,,2.0,29.0,32.0,53.0,,,4.0,,,28079035
2018-03-01 19:00:00,,,0.20000000298023224,,,5.0,30.0,38.0,,6.0,,6.0,,,28079036
2018-03-01 19:00:00,0.30000001192092896,,,0.20000000298023224,,6.0,29.0,38.0,,5.0,4.0,3.0,,0.699999988079071,28079038
2018-03-01 19:00:00,,,0.30000001192092896,,,8.0,30.0,43.0,76.0,,,,,,28079039
2018-03-01 19:00:00,,,,,,5.0,21.0,28.0,,5.0,,4.0,,,28079040
2018-03-01 19:00:00,,,,,,1.0,21.0,24.0,,3.0,2.0,,,,28079047
2018-03-01 19:00:00,,,,,,10.0,48.0,63.0,,6.0,5.0,,,,28079048
2018-03-01 19:00:00,,,,,,1.0,26.0,27.0,64.0,,,,,,28079049
2018-03-01 19:00:00,,,,,,36.0,43.0,98.0,,10.0,9.0,,,,28079050
2018-03-01 19:00:00,,,,,,1.0,19.0,21.0,75.0,,,,,,28079054
2018-03-01 19:00:00,0.4000000059604645,1.190000057220459,,0.30000001192092896,0.07000000029802322,4.0,29.0,34.0,,3.0,,,1.25,1.2999999523162842,28079055
2018-03-01 19:00:00,,,0.20000000298023224,,,7.0,29.0,40.0,76.0,3.0,2.0,,,,28079056
2018-03-01 19:00:00,,,0.30000001192092896,,,4.0,26.0,31.0,,7.0,,10.0,,,28079057
2018-03-01 19:00:00,,,,,,1.0,5.0,6.0,92.0,,,,,,28079058
2018-03-01 19:00:00,,,,,,2.0,22.0,25.0,75.0,,,,,,28079059
2018-03-01 19:00:00,,,,,,2.0,20.0,24.0,83.0,5.0,,,,,28079060
2018-03-01 20:00:00,,,0.30000001192092896,,,3.0,30.0,35.0,,,,2.0,,,28079004
2018-03-01 20:00:00,0.699999988079071,1.3600000143051147,0.4000000059604645,0.30000001192092896,0.03999999910593033,24.0,54.0,91.0,50.0,1.0,1.0,3.0,1.399999976158142,1.399999976158142,28079008
2018-03-01 20:00:00,0.30000001192092896,,,0.10000000149011612,,8.0,32.0,45.0,,,,,,0.4000000059604645,28079011
2018-03-01 20:00:00,,,0.30000001192092896,,,4.0,34.0,40.0,59.0,,,,,,28079016
2018-03-01 20:00:00,,,,,,5.0,23.0,31.0,47.0,,,4.0,,,28079017
2018-03-01 20:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,3.0,19.0,23.0,70.0,4.0,,6.0,,0.6000000238418579,28079018
2018-03-01 20:00:00,0.30000001192092896,1.090000033378601,0.20000000298023224,0.10000000149011612,0.03999999910593033,1.0,4.0,5.0,83.0,2.0,2.0,3.0,1.1299999952316284,0.10000000149011612,28079024
2018-03-01 20:00:00,,,,,,2.0,23.0,26.0,70.0,,,,,,28079027
2018-03-01 20:00:00,,,0.4000000059604645,,,3.0,27.0,32.0,48.0,,,4.0,,,28079035
2018-03-01 20:00:00,,,0.20000000298023224,,,5.0,28.0,36.0,,1.0,,6.0,,,28079036
2018-03-01 20:00:00,0.30000001192092896,,,0.20000000298023224,,7.0,28.0,39.0,,4.0,3.0,3.0,,0.4000000059604645,28079038
2018-03-01 20:00:00,,,0.30000001192092896,,,7.0,31.0,42.0,69.0,,,,,,28079039
2018-03-01 20:00:00,,,,,,5.0,20.0,29.0,,3.0,,4.0,,,28079040
2018-03-01 20:00:00,,,,,,1.0,20.0,22.0,,6.0,5.0,,,,28079047
2018-03-01 20:00:00,,,,,,10.0,46.0,62.0,,3.0,3.0,,,,28079048
2018-03-01 20:00:00,,,,,,1.0,23.0,24.0,57.0,,,,,,28079049
2018-03-01 20:00:00,,,,,,40.0,45.0,106.0,,8.0,8.0,,,,28079050
2018-03-01 20:00:00,,,,,,1.0,19.0,21.0,68.0,,,,,,28079054
2018-03-01 20:00:00,0.4000000059604645,1.2000000476837158,,0.20000000298023224,0.05999999865889549,3.0,28.0,33.0,,5.0,,,1.2599999904632568,1.0,28079055
2018-03-01 20:00:00,,,0.20000000298023224,,,7.0,26.0,37.0,69.0,6.0,5.0,,,,28079056
2018-03-01 20:00:00,,,0.30000001192092896,,,3.0,23.0,27.0,,17.0,,9.0,,,28079057
2018-03-01 20:00:00,,,,,,1.0,3.0,5.0,87.0,,,,,,28079058
2018-03-01 20:00:00,,,,,,2.0,20.0,22.0,68.0,,,,,,28079059
2018-03-01 20:00:00,,,,,,3.0,21.0,25.0,75.0,19.0,,,,,28079060
2018-03-01 21:00:00,,,0.30000001192092896,,,1.0,16.0,17.0,,,,1.0,,,28079004
2018-03-01 21:00:00,0.699999988079071,1.3700000047683716,0.30000001192092896,0.20000000298023224,0.029999999329447746,19.0,50.0,79.0,55.0,2.0,2.0,3.0,1.399999976158142,1.0,28079008
2018-03-01 21:00:00,0.30000001192092896,,,0.10000000149011612,,6.0,29.0,37.0,,,,,,0.30000001192092896,28079011
2018-03-01 21:00:00,,,0.30000001192092896,,,3.0,26.0,30.0,68.0,,,,,,28079016
2018-03-01 21:00:00,,,,,,4.0,19.0,25.0,51.0,,,3.0,,,28079017
2018-03-01 21:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,3.0,19.0,23.0,71.0,4.0,,5.0,,0.4000000059604645,28079018
2018-03-01 21:00:00,0.30000001192092896,1.0800000429153442,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,3.0,5.0,88.0,1.0,1.0,3.0,1.1299999952316284,0.10000000149011612,28079024
2018-03-01 21:00:00,,,,,,2.0,18.0,20.0,77.0,,,,,,28079027
2018-03-01 21:00:00,,,0.5,,,2.0,26.0,29.0,48.0,,,4.0,,,28079035
2018-03-01 21:00:00,,,0.30000001192092896,,,7.0,31.0,42.0,,5.0,,6.0,,,28079036
2018-03-01 21:00:00,0.4000000059604645,,,0.20000000298023224,,8.0,25.0,37.0,,1.0,1.0,3.0,,0.4000000059604645,28079038
2018-03-01 21:00:00,,,0.30000001192092896,,,7.0,32.0,42.0,70.0,,,,,,28079039
2018-03-01 21:00:00,,,,,,6.0,24.0,34.0,,7.0,,3.0,,,28079040
2018-03-01 21:00:00,,,,,,2.0,20.0,22.0,,8.0,5.0,,,,28079047
2018-03-01 21:00:00,,,,,,7.0,42.0,53.0,,4.0,2.0,,,,28079048
2018-03-01 21:00:00,,,,,,1.0,18.0,19.0,66.0,,,,,,28079049
2018-03-01 21:00:00,,,,,,30.0,35.0,81.0,,6.0,5.0,,,,28079050
2018-03-01 21:00:00,,,,,,1.0,18.0,20.0,67.0,,,,,,28079054
2018-03-01 21:00:00,0.4000000059604645,1.2000000476837158,,0.10000000149011612,0.05999999865889549,2.0,22.0,26.0,,4.0,,,1.25,0.800000011920929,28079055
2018-03-01 21:00:00,,,0.30000001192092896,,,19.0,35.0,64.0,65.0,8.0,4.0,,,,28079056
2018-03-01 21:00:00,,,0.30000001192092896,,,3.0,23.0,27.0,,4.0,,9.0,,,28079057
2018-03-01 21:00:00,,,,,,1.0,5.0,7.0,85.0,,,,,,28079058
2018-03-01 21:00:00,,,,,,2.0,18.0,21.0,72.0,,,,,,28079059
2018-03-01 21:00:00,,,,,,2.0,23.0,26.0,75.0,10.0,,,,,28079060
2018-03-01 22:00:00,,,0.4000000059604645,,,1.0,25.0,27.0,,,,1.0,,,28079004
2018-03-01 22:00:00,0.800000011920929,1.3899999856948853,0.4000000059604645,0.20000000298023224,0.03999999910593033,24.0,58.0,95.0,43.0,3.0,3.0,3.0,1.4199999570846558,1.100000023841858,28079008
2018-03-01 22:00:00,0.4000000059604645,,,0.10000000149011612,,5.0,33.0,41.0,,,,,,0.30000001192092896,28079011
2018-03-01 22:00:00,,,0.4000000059604645,,,3.0,40.0,45.0,49.0,,,,,,28079016
2018-03-01 22:00:00,,,,,,2.0,18.0,21.0,50.0,,,3.0,,,28079017
2018-03-01 22:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,4.0,22.0,28.0,64.0,1.0,,5.0,,0.5,28079018
2018-03-01 22:00:00,0.4000000059604645,1.090000033378601,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,5.0,6.0,77.0,3.0,3.0,3.0,1.1399999856948853,0.10000000149011612,28079024
2018-03-01 22:00:00,,,,,,2.0,28.0,32.0,61.0,,,,,,28079027
2018-03-01 22:00:00,,,0.5,,,2.0,33.0,36.0,39.0,,,4.0,,,28079035
2018-03-01 22:00:00,,,0.30000001192092896,,,5.0,34.0,41.0,,2.0,,6.0,,,28079036
2018-03-01 22:00:00,0.5,,,0.20000000298023224,,7.0,29.0,39.0,,4.0,4.0,3.0,,0.6000000238418579,28079038
2018-03-01 22:00:00,,,0.30000001192092896,,,6.0,30.0,40.0,62.0,,,,,,28079039
2018-03-01 22:00:00,,,,,,4.0,21.0,28.0,,5.0,,3.0,,,28079040
2018-03-01 22:00:00,,,,,,2.0,24.0,27.0,,1.0,1.0,,,,28079047
2018-03-01 22:00:00,,,,,,8.0,49.0,61.0,,1.0,1.0,,,,28079048
2018-03-01 22:00:00,,,,,,1.0,25.0,26.0,55.0,,,,,,28079049
2018-03-01 22:00:00,,,,,,40.0,43.0,104.0,,4.0,4.0,,,,28079050
2018-03-01 22:00:00,,,,,,1.0,18.0,19.0,64.0,,,,,,28079054
2018-03-01 22:00:00,0.5,1.2200000286102295,,0.20000000298023224,0.05999999865889549,2.0,36.0,39.0,,6.0,,,1.2799999713897705,0.800000011920929,28079055
2018-03-01 22:00:00,,,0.30000001192092896,,,8.0,29.0,42.0,62.0,2.0,1.0,,,,28079056
2018-03-01 22:00:00,,,0.30000001192092896,,,2.0,22.0,25.0,,19.0,,8.0,,,28079057
2018-03-01 22:00:00,,,,,,1.0,4.0,6.0,78.0,,,,,,28079058
2018-03-01 22:00:00,,,,,,1.0,27.0,29.0,56.0,,,,,,28079059
2018-03-01 22:00:00,,,,,,2.0,18.0,20.0,71.0,23.0,,,,,28079060
2018-03-01 23:00:00,,,0.4000000059604645,,,1.0,15.0,16.0,,,,1.0,,,28079004
2018-03-01 23:00:00,0.800000011920929,1.3899999856948853,0.4000000059604645,0.20000000298023224,0.03999999910593033,17.0,44.0,71.0,50.0,4.0,3.0,3.0,1.4199999570846558,1.0,28079008
2018-03-01 23:00:00,0.4000000059604645,,,0.10000000149011612,,3.0,18.0,23.0,,,,,,0.30000001192092896,28079011
2018-03-01 23:00:00,,,0.30000001192092896,,,1.0,24.0,26.0,59.0,,,,,,28079016
2018-03-01 23:00:00,,,,,,2.0,15.0,17.0,52.0,,,3.0,,,28079017
2018-03-01 23:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,2.0,14.0,16.0,68.0,2.0,,4.0,,0.30000001192092896,28079018
2018-03-01 23:00:00,0.4000000059604645,1.100000023841858,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,2.0,4.0,77.0,2.0,1.0,3.0,1.149999976158142,0.20000000298023224,28079024
2018-03-01 23:00:00,,,,,,1.0,16.0,18.0,67.0,,,,,,28079027
2018-03-01 23:00:00,,,0.5,,,2.0,26.0,29.0,44.0,,,3.0,,,28079035
2018-03-01 23:00:00,,,0.30000001192092896,,,3.0,26.0,30.0,,7.0,,6.0,,,28079036
2018-03-01 23:00:00,0.5,,,0.20000000298023224,,4.0,17.0,24.0,,5.0,3.0,3.0,,0.5,28079038
2018-03-01 23:00:00,,,0.30000001192092896,,,5.0,24.0,32.0,62.0,,,,,,28079039
2018-03-01 23:00:00,,,,,,3.0,17.0,21.0,,6.0,,2.0,,,28079040
2018-03-01 23:00:00,,,,,,1.0,19.0,20.0,,6.0,4.0,,,,28079047
2018-03-01 23:00:00,,,,,,3.0,29.0,34.0,,1.0,1.0,,,,28079048
2018-03-01 23:00:00,,,,,,1.0,14.0,16.0,62.0,,,,,,28079049
2018-03-01 23:00:00,,,,,,26.0,25.0,65.0,,5.0,4.0,,,,28079050
2018-03-01 23:00:00,,,,,,1.0,16.0,18.0,64.0,,,,,,28079054
2018-03-01 23:00:00,0.5,1.2200000286102295,,0.20000000298023224,0.05999999865889549,1.0,22.0,23.0,,5.0,,,1.2799999713897705,0.8999999761581421,28079055
2018-03-01 23:00:00,,,0.20000000298023224,,,5.0,22.0,29.0,65.0,7.0,4.0,,,,28079056
2018-03-01 23:00:00,,,0.30000001192092896,,,2.0,16.0,19.0,,6.0,,7.0,,,28079057
2018-03-01 23:00:00,,,,,,1.0,2.0,4.0,76.0,,,,,,28079058
2018-03-01 23:00:00,,,,,,1.0,16.0,17.0,63.0,,,,,,28079059
2018-03-01 23:00:00,,,,,,1.0,15.0,17.0,69.0,3.0,,,,,28079060
2018-03-02 00:00:00,,,0.4000000059604645,,,1.0,10.0,11.0,,,,1.0,,,28079004
2018-03-02 00:00:00,0.800000011920929,1.399999976158142,0.30000001192092896,0.10000000149011612,0.029999999329447746,16.0,40.0,64.0,49.0,5.0,4.0,3.0,1.4299999475479126,0.800000011920929,28079008
2018-03-02 00:00:00,0.30000001192092896,,,0.10000000149011612,,2.0,13.0,17.0,,,,,,0.20000000298023224,28079011
2018-03-02 00:00:00,,,0.30000001192092896,,,1.0,14.0,15.0,66.0,,,,,,28079016
2018-03-02 00:00:00,,,,,,2.0,11.0,14.0,53.0,,,2.0,,,28079017
2018-03-02 00:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,2.0,11.0,13.0,67.0,1.0,,4.0,,0.30000001192092896,28079018
2018-03-02 00:00:00,0.5,1.100000023841858,0.20000000298023224,0.10000000149011612,0.05999999865889549,1.0,2.0,4.0,75.0,3.0,1.0,3.0,1.149999976158142,0.20000000298023224,28079024
2018-03-02 00:00:00,,,,,,1.0,9.0,11.0,72.0,,,,,,28079027
2018-03-02 00:00:00,,,0.5,,,1.0,23.0,25.0,45.0,,,3.0,,,28079035
2018-03-02 00:00:00,,,0.30000001192092896,,,2.0,18.0,21.0,,6.0,,6.0,,,28079036
2018-03-02 00:00:00,0.5,,,0.20000000298023224,,2.0,9.0,12.0,,3.0,1.0,3.0,,0.4000000059604645,28079038
2018-03-02 00:00:00,,,0.30000001192092896,,,3.0,17.0,22.0,66.0,,,,,,28079039
2018-03-02 00:00:00,,,,,,2.0,16.0,19.0,,4.0,,2.0,,,28079040
2018-03-02 00:00:00,,,,,,1.0,11.0,13.0,,4.0,3.0,,,,28079047
2018-03-02 00:00:00,,,,,,2.0,18.0,21.0,,1.0,1.0,,,,28079048
2018-03-02 00:00:00,,,,,,1.0,10.0,12.0,63.0,,,,,,28079049
2018-03-02 00:00:00,,,,,,24.0,20.0,57.0,,3.0,2.0,,,,28079050
2018-03-02 00:00:00,,,,,,1.0,15.0,16.0,63.0,,,,,,28079054
2018-03-02 00:00:00,0.5,1.2200000286102295,,0.20000000298023224,0.05999999865889549,1.0,13.0,15.0,,4.0,,,1.2799999713897705,0.800000011920929,28079055
2018-03-02 00:00:00,,,0.20000000298023224,,,3.0,16.0,21.0,67.0,6.0,4.0,,,,28079056
2018-03-02 00:00:00,,,0.30000001192092896,,,1.0,11.0,13.0,,3.0,,7.0,,,28079057
2018-03-02 00:00:00,,,,,,1.0,1.0,3.0,76.0,,,,,,28079058
2018-03-02 00:00:00,,,,,,1.0,8.0,9.0,69.0,,,,,,28079059
2018-03-02 00:00:00,,,,,,1.0,11.0,12.0,70.0,3.0,,,,,28079060
2018-03-02 01:00:00,,,0.4000000059604645,,,1.0,10.0,11.0,,,,1.0,,,28079004
2018-03-02 01:00:00,0.800000011920929,1.399999976158142,0.30000001192092896,0.10000000149011612,0.029999999329447746,13.0,34.0,54.0,53.0,5.0,4.0,3.0,1.4299999475479126,0.8999999761581421,28079008
2018-03-02 01:00:00,0.4000000059604645,,,0.10000000149011612,,1.0,10.0,12.0,,,,,,0.20000000298023224,28079011
2018-03-02 01:00:00,,,0.30000001192092896,,,1.0,13.0,14.0,65.0,,,,,,28079016
2018-03-02 01:00:00,,,,,,1.0,7.0,9.0,56.0,,,2.0,,,28079017
2018-03-02 01:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,1.0,8.0,9.0,68.0,5.0,,4.0,,0.30000001192092896,28079018
2018-03-02 01:00:00,0.5,1.100000023841858,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,2.0,4.0,73.0,4.0,2.0,3.0,1.149999976158142,0.20000000298023224,28079024
2018-03-02 01:00:00,,,,,,1.0,10.0,12.0,69.0,,,,,,28079027
2018-03-02 01:00:00,,,0.5,,,2.0,19.0,22.0,45.0,,,5.0,,,28079035
2018-03-02 01:00:00,,,0.30000001192092896,,,2.0,14.0,16.0,,5.0,,5.0,,,28079036
2018-03-02 01:00:00,0.5,,,0.20000000298023224,,2.0,10.0,13.0,,3.0,1.0,3.0,,0.30000001192092896,28079038
2018-03-02 01:00:00,,,0.30000001192092896,,,2.0,11.0,14.0,69.0,,,,,,28079039
2018-03-02 01:00:00,,,,,,1.0,10.0,12.0,,5.0,,2.0,,,28079040
2018-03-02 01:00:00,,,,,,1.0,10.0,12.0,,6.0,5.0,,,,28079047
2018-03-02 01:00:00,,,,,,1.0,17.0,19.0,,4.0,3.0,,,,28079048
2018-03-02 01:00:00,,,,,,1.0,11.0,12.0,61.0,,,,,,28079049
2018-03-02 01:00:00,,,,,,19.0,15.0,44.0,,3.0,2.0,,,,28079050
2018-03-02 01:00:00,,,,,,1.0,14.0,15.0,63.0,,,,,,28079054
2018-03-02 01:00:00,0.5,1.2200000286102295,,0.10000000149011612,0.05999999865889549,1.0,11.0,12.0,,4.0,,,1.2799999713897705,0.699999988079071,28079055
2018-03-02 01:00:00,,,0.20000000298023224,,,3.0,12.0,16.0,69.0,8.0,5.0,,,,28079056
2018-03-02 01:00:00,,,0.30000001192092896,,,1.0,8.0,10.0,,3.0,,6.0,,,28079057
2018-03-02 01:00:00,,,,,,1.0,2.0,4.0,70.0,,,,,,28079058
2018-03-02 01:00:00,,,,,,1.0,9.0,10.0,66.0,,,,,,28079059
2018-03-02 01:00:00,,,,,,1.0,7.0,9.0,72.0,3.0,,,,,28079060
2018-03-02 02:00:00,,,0.4000000059604645,,,1.0,9.0,10.0,,,,1.0,,,28079004
2018-03-02 02:00:00,0.800000011920929,1.399999976158142,0.30000001192092896,0.10000000149011612,0.019999999552965164,9.0,35.0,48.0,51.0,2.0,1.0,3.0,1.4199999570846558,0.800000011920929,28079008
2018-03-02 02:00:00,0.4000000059604645,,,0.10000000149011612,,1.0,9.0,11.0,,,,,,0.20000000298023224,28079011
2018-03-02 02:00:00,,,0.30000001192092896,,,2.0,13.0,15.0,63.0,,,,,,28079016
2018-03-02 02:00:00,,,,,,1.0,5.0,7.0,57.0,,,2.0,,,28079017
2018-03-02 02:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,1.0,7.0,9.0,68.0,7.0,,4.0,,0.30000001192092896,28079018
2018-03-02 02:00:00,0.6000000238418579,1.100000023841858,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,2.0,3.0,71.0,6.0,3.0,3.0,1.149999976158142,0.20000000298023224,28079024
2018-03-02 02:00:00,,,,,,1.0,7.0,9.0,70.0,,,,,,28079027
2018-03-02 02:00:00,,,0.5,,,3.0,20.0,25.0,41.0,,,6.0,,,28079035
2018-03-02 02:00:00,,,0.30000001192092896,,,1.0,12.0,14.0,,6.0,,5.0,,,28079036
2018-03-02 02:00:00,0.5,,,0.20000000298023224,,1.0,8.0,10.0,,2.0,0.0,3.0,,0.30000001192092896,28079038
2018-03-02 02:00:00,,,0.30000001192092896,,,1.0,10.0,13.0,67.0,,,,,,28079039
2018-03-02 02:00:00,,,,,,2.0,9.0,12.0,,5.0,,2.0,,,28079040
2018-03-02 02:00:00,,,,,,1.0,8.0,9.0,,5.0,4.0,,,,28079047
2018-03-02 02:00:00,,,,,,1.0,16.0,18.0,,6.0,5.0,,,,28079048
2018-03-02 02:00:00,,,,,,1.0,9.0,10.0,62.0,,,,,,28079049
2018-03-02 02:00:00,,,,,,15.0,13.0,36.0,,1.0,1.0,,,,28079050
2018-03-02 02:00:00,,,,,,1.0,14.0,16.0,61.0,,,,,,28079054
2018-03-02 02:00:00,0.5,1.2200000286102295,,0.10000000149011612,0.05999999865889549,1.0,9.0,11.0,,4.0,,,1.2799999713897705,0.699999988079071,28079055
2018-03-02 02:00:00,,,0.20000000298023224,,,3.0,10.0,14.0,70.0,6.0,4.0,,,,28079056
2018-03-02 02:00:00,,,0.30000001192092896,,,1.0,6.0,7.0,,8.0,,6.0,,,28079057
2018-03-02 02:00:00,,,,,,1.0,1.0,3.0,69.0,,,,,,28079058
2018-03-02 02:00:00,,,,,,2.0,8.0,11.0,66.0,,,,,,28079059
2018-03-02 02:00:00,,,,,,1.0,6.0,8.0,70.0,7.0,,,,,28079060
2018-03-02 03:00:00,,,0.4000000059604645,,,1.0,8.0,9.0,,,,1.0,,,28079004
2018-03-02 03:00:00,0.699999988079071,1.399999976158142,0.30000001192092896,0.10000000149011612,0.019999999552965164,5.0,25.0,33.0,56.0,1.0,1.0,3.0,1.4199999570846558,0.6000000238418579,28079008
2018-03-02 03:00:00,0.4000000059604645,,,0.10000000149011612,,1.0,8.0,9.0,,,,,,0.20000000298023224,28079011
2018-03-02 03:00:00,,,0.30000001192092896,,,1.0,11.0,12.0,65.0,,,,,,28079016
2018-03-02 03:00:00,,,,,,1.0,4.0,5.0,58.0,,,2.0,,,28079017
2018-03-02 03:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,1.0,6.0,7.0,68.0,5.0,,4.0,,0.30000001192092896,28079018
2018-03-02 03:00:00,0.6000000238418579,1.100000023841858,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,2.0,4.0,69.0,5.0,2.0,3.0,1.149999976158142,0.20000000298023224,28079024
2018-03-02 03:00:00,,,,,,1.0,7.0,9.0,70.0,,,,,,28079027
2018-03-02 03:00:00,,,0.5,,,2.0,19.0,22.0,43.0,,,6.0,,,28079035
2018-03-02 03:00:00,,,0.30000001192092896,,,1.0,10.0,11.0,,4.0,,5.0,,,28079036
2018-03-02 03:00:00,0.5,,,0.20000000298023224,,1.0,7.0,9.0,,4.0,2.0,3.0,,0.30000001192092896,28079038
2018-03-02 03:00:00,,,0.30000001192092896,,,1.0,6.0,8.0,70.0,,,,,,28079039
2018-03-02 03:00:00,,,,,,1.0,6.0,8.0,,5.0,,2.0,,,28079040
2018-03-02 03:00:00,,,,,,1.0,8.0,10.0,,4.0,2.0,,,,28079047
2018-03-02 03:00:00,,,,,,1.0,14.0,15.0,,3.0,2.0,,,,28079048
2018-03-02 03:00:00,,,,,,1.0,8.0,10.0,61.0,,,,,,28079049
2018-03-02 03:00:00,,,,,,13.0,11.0,31.0,,2.0,1.0,,,,28079050
2018-03-02 03:00:00,,,,,,1.0,13.0,14.0,62.0,,,,,,28079054
2018-03-02 03:00:00,0.5,1.2300000190734863,,0.10000000149011612,0.05000000074505806,1.0,8.0,10.0,,5.0,,,1.2799999713897705,0.6000000238418579,28079055
2018-03-02 03:00:00,,,0.20000000298023224,,,2.0,9.0,12.0,69.0,7.0,4.0,,,,28079056
2018-03-02 03:00:00,,,0.30000001192092896,,,1.0,7.0,8.0,,3.0,,6.0,,,28079057
2018-03-02 03:00:00,,,,,,1.0,1.0,3.0,68.0,,,,,,28079058
2018-03-02 03:00:00,,,,,,1.0,7.0,10.0,65.0,,,,,,28079059
2018-03-02 03:00:00,,,,,,1.0,5.0,7.0,71.0,4.0,,,,,28079060
2018-03-02 04:00:00,,,0.30000001192092896,,,1.0,6.0,8.0,,,,1.0,,,28079004
2018-03-02 04:00:00,0.699999988079071,1.399999976158142,0.30000001192092896,0.10000000149011612,0.019999999552965164,4.0,21.0,27.0,59.0,14.0,14.0,3.0,1.4199999570846558,0.6000000238418579,28079008
2018-03-02 04:00:00,0.4000000059604645,,,0.10000000149011612,,1.0,8.0,10.0,,,,,,0.20000000298023224,28079011
2018-03-02 04:00:00,,,0.30000001192092896,,,1.0,11.0,12.0,65.0,,,,,,28079016
2018-03-02 04:00:00,,,,,,1.0,4.0,6.0,57.0,,,2.0,,,28079017
2018-03-02 04:00:00,0.30000001192092896,,0.30000001192092896,0.10000000149011612,,1.0,6.0,7.0,67.0,5.0,,4.0,,0.30000001192092896,28079018
2018-03-02 04:00:00,0.6000000238418579,1.1100000143051147,0.20000000298023224,0.10000000149011612,0.05000000074505806,1.0,2.0,3.0,68.0,6.0,3.0,3.0,1.159999966621399,0.20000000298023224,28079024
2018-03-02 04:00:00,,,,,,1.0,7.0,8.0,70.0,,,,,,28079027
2018-03-02 04:00:00,,,0.5,,,2.0,17.0,20.0,44.0,,,7.0,,,28079035
2018-03-02 04:00:00,,,0.30000001192092896,,,1.0,10.0,11.0,,5.0,,5.0,,,28079036
2018-03-02 04:00:00,0.5,,,0.20000000298023224,,1.0,7.0,9.0,,4.0,2.0,3.0,,0.30000001192092896,28079038
2018-03-02 04:00:00,,,0.30000001192092896,,,1.0,6.0,7.0,70.0,,,,,,28079039
2018-03-02 04:00:00,,,,,,1.0,6.0,7.0,,4.0,,2.0,,,28079040
